Human	dog	mouse	rat	zebrafish
MIR513B	NO_ORTHO	NO_ORTHO	Mir3585	NO_ORTHO
MIR513C	NO_ORTHO	NO_ORTHO	Mir3585	NO_ORTHO
CCDC170	CCDC170	Ccdc170	Ccdc170	"ccdc170,cep135"
CCDC171	CCDC171	"Ccdc171,Sclt1"	"Ccdc171,Sclt1"	"LOC796000,si:ch211-116m6.4"
CCDC172	CCDC172	Ccdc172	Ccdc172	ccdc172
CCDC173	CCDC173	Ccdc173	Ccdc173	ccdc173
CCDC174	CCDC174	Ccdc174	Ccdc174	ccdc174
CCDC175	CCDC175	Ccdc175	Ccdc175	ccdc175
CCDC176	CCDC176	Ccdc176	Ccdc176	"si:ch211-163l21.10,si:ch211-243o19.4"
CCDC177	CCDC177	Ccdc177	Ccdc177	ccdc177
PDK1	PDK1	Pdk1	Pdk1	pdk1
PDK3	PDK3	Pdk3	Pdk3	"pdk2a,pdk2b,pdk3b,pdk3a,pdk1,pdk4"
PDK2	PDK2	Pdk2	Pdk2	"pdk2a,pdk2b,pdk3b,pdk3a,pdk1,pdk4"
EBP	EBP	Ebp	Ebp	ebp
PDK4	PDK4	Pdk4	Pdk4	"pdk2a,pdk2b,pdk3b,pdk3a,pdk1,pdk4"
LNPEP	LNPEP	Lnpep	"Lnpep,LOC100912445"	"lnpep,erap1b,erap1a,erap2"
ALPI	ALPP	"Alpi,Alppl2,Akp3"	"Alpi,Alpp,Akp3,Alppl2"	"alpi.2,alp3,alpi.1,alpl"
SEC61A1	"SEC61A1,SEC61A2"	"Sec61a1,Sec61a2"	"Sec61a1,Sec61a2"	"sec61a1l,sec61a1"
SEC61A2	"SEC61A1,SEC61A2"	"Sec61a1,Sec61a2"	"Sec61a1,Sec61a2"	"sec61a1l,sec61a1"
ALPL	ALPL	Alpl	Alpl	"alpi.2,alp3,alpi.1,alpl"
PECR	PECR	Pecr	Pecr	pecr
MIR193A	cfa-mir-193a	NO_ORTHO	Mir3549	"mir193a-1,mir193a-2"
MIR193B	cfa-mir-193b	NO_ORTHO	Mir193b	mir193b
RN7SKP158	7SK	"Gm22207,Gm24757,Gm22343,Gm23885,Gm25807,Gm22601,Gm24010,Gm24011,Gm25178"	7SK	NO_ORTHO
RN7SKP156	7SK	NO_ORTHO	NO_ORTHO	rn7sk
RN7SKP157	7SK	Gm23259	NO_ORTHO	NO_ORTHO
RN7SKP154	7SK	NO_ORTHO	NO_ORTHO	NO_ORTHO
RN7SKP155	NO_ORTHO	"Gm23773,Gm26320"	7SK	NO_ORTHO
RN7SKP152	7SK	NO_ORTHO	NO_ORTHO	NO_ORTHO
RN7SKP153	7SK	NO_ORTHO	NO_ORTHO	NO_ORTHO
RN7SKP150	7SK	Gm23426	7SK	NO_ORTHO
INMT-FAM188B	NO_ORTHO	Inmt	Inmt	zgc:64002
AL157372.1	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
DDIT3	DDIT3	Ddit3	Ddit3	"ddit3,cebpg"
DDIT4	DDIT4	Ddit4	Ddit4	ddit4
RIIAD1	RIIAD1	Riiad1	Riiad1	"si:dkey-71b5.6,LOC100536995"
RNU6-816P	NO_ORTHO	Gm22148	NO_ORTHO	NO_ORTHO
GOLGA8T	NO_ORTHO	Golga2	Golga2	golga2
OR5R1	LOC100684702	Olfr1038-ps	Olr477	"or115-10,or115-11,or115-12,or111-1,or115-14,si:ch211-218m3.18,or115-8,or115-9,or115-6,or117-1,or111-9,or115-2,or115-5,or115-1,or115-13,or115-7,si:ch211-218m3.19,si:ch211-218m3.9,si:ch211-218m3.11"
GOLGA8Q	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8S	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8R	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8M	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8O	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8N	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8H	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8K	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8J	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8G	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8F	NO_ORTHO	Golga2	Golga2	golga2
GOLGA8A	NO_ORTHO	Golga2	Golga2	golga2
RNU1-78P	U1	NO_ORTHO	NO_ORTHO	NO_ORTHO
GOLGA8B	NO_ORTHO	Golga2	Golga2	golga2
CT45A9	NO_ORTHO	Gm648	NO_ORTHO	ddx26b
CT45A8	NO_ORTHO	NO_ORTHO	NO_ORTHO	ddx26b
CT45A1	NO_ORTHO	Gm648	NO_ORTHO	ddx26b
CT45A3	NO_ORTHO	NO_ORTHO	NO_ORTHO	ddx26b
CT45A2	NO_ORTHO	Gm648	NO_ORTHO	ddx26b
CT45A5	NO_ORTHO	Gm648	NO_ORTHO	ddx26b
CT45A7	NO_ORTHO	NO_ORTHO	NO_ORTHO	ddx26b
CT45A6	NO_ORTHO	NO_ORTHO	NO_ORTHO	ddx26b
FTCDNL1	NO_ORTHO	NO_ORTHO	NO_ORTHO	zgc:153901
VMO1	VMO1	Vmo1	Vmo1	"vmo1a,vmo1b"
ATP5C1	ATP5C1	Atp5c1	Atp5c1	atp5c1
IGHV1-3	TRGV11	"Ighv14-2,Ighv14-3,Ighv14-1,Trgv2,Ighv1-9,Ighv1-7,Ighv1-5,Ighv1-4,Ighv1-36,Ighv1-61,Ighv1-66,Ighv1-67,Ighv1-64,Ighv1-69,Ighv1-42,Ighv1-43,Ighv1-26,Ighv1-22,Ighv14-4,Ighv1-20,Ighv1-50,Ighv1-78,Ighv1-80,Ighv1-81,Ighv1-82,Ighv1-83,Ighv1-84,Ighv1-85,Ighv1-75,Ighv1-74,Ighv1-77,Ighv1-76,Ighv1-71,Ighv1-59,Ighv1-72,Ighv1-31,Ighv1-56,Ighv1-55,Ighv1-54,Ighv1-53,Ighv1-34,Ighv1-37,Ighv1-16,Ighv1-12,Ighv9-3,Ighv9-2,Ighv1-52,Tcrg-V3,Tcrg-V1,Tcrg-V4,Ighv1-49"	"AABR07065827.1,AABR07065789.1,AABR07065823.1,Ighv1-9,AABR07065823.2,AABR07065834.1,AABR07065839.1,AABR07065889.1,AABR07065815.1,LOC100363779,AABR07065792.1"	"ighv2-1,ighv2-2,ighv2-3,ighv1-4,ighv1-3,ighv1-2,ighv1-1"
IGHV1-2	TRGV11	"Ighv14-2,Ighv14-3,Ighv14-1,Trgv2,Ighv1-9,Ighv1-7,Ighv1-5,Ighv1-4,Ighv1-36,Ighv1-61,Ighv1-66,Ighv1-67,Ighv1-64,Ighv1-69,Ighv1-42,Ighv1-43,Ighv1-26,Ighv1-22,Ighv14-4,Ighv1-20,Ighv1-50,Ighv1-78,Ighv1-80,Ighv1-81,Ighv1-82,Ighv1-83,Ighv1-84,Ighv1-85,Ighv1-75,Ighv1-74,Ighv1-77,Ighv1-76,Ighv1-71,Ighv1-59,Ighv1-72,Ighv1-31,Ighv1-56,Ighv1-55,Ighv1-54,Ighv1-53,Ighv1-34,Ighv1-37,Ighv1-16,Ighv1-12,Ighv9-3,Ighv9-2,Ighv1-52,Tcrg-V3,Tcrg-V1,Tcrg-V4,Ighv1-49"	"AABR07065827.1,AABR07065789.1,AABR07065823.1,Ighv1-9,AABR07065823.2,AABR07065834.1,AABR07065839.1,AABR07065889.1,AABR07065815.1,LOC100363779,AABR07065792.1"	"ighv2-1,ighv2-2,ighv2-3,ighv1-4,ighv1-3,ighv1-2,ighv1-1"
MIR632	cfa-mir-632	NO_ORTHO	Mir632	NO_ORTHO
NPC2	NPC2	Npc2	Npc2	"npc2,zgc:193725"
NPC1	NPC1	"Npc1,Npc1l1"	Npc1	npc1
C3orf58	C23H3orf58	1190002N15Rik	RGD1309079	"dia1a,dia1b"
RAB3GAP2	RAB3GAP2	Rab3gap2	Rab3gap2	rab3gap2
RNU1-6P	NO_ORTHO	"Gm22706,Gm25280"	U1	NO_ORTHO
BHLHA15	BHLHA15	Bhlha15	Bhlha15	bhlha15
RAB3GAP1	RAB3GAP1	Rab3gap1	Rab3gap1	"RAB3GAP1,rab3gap1"
C3orf52	"C33H3orf52,C3orf52"	BC016579	LOC685680	NO_ORTHO
C3orf56	"PRR23A,LOC611145"	"Prr23a1,Prr23a3,Prr23a2,7420426K07Rik"	NO_ORTHO	NO_ORTHO
DAG1	DAG1	Dag1	Dag1	dag1
ETHE1	ETHE1	Ethe1	Ethe1	ethe1
SGSM3	SGSM3	Sgsm3	Sgsm3	sgsm3
KDM1A	KDM1A	Kdm1a	Kdm1a	kdm1a
KDM1B	KDM1B	Kdm1b	Kdm1b	NO_ORTHO
SLC36A2	"SLC36A2,SLC36A1"	"Slc36a2,Slc36a1"	"Slc36a2,Slc36a1"	"slc36a4,slc36a1"
OR1S1	NO_ORTHO	Olfr1496	Olr376	or111-10
OR1S2	NO_ORTHO	Olfr1496	Olr376	"or111-10,or111-11"
HIST1H3H	LOC483167	"Hist1h3b,Hist1h3c,Hist1h3h,Hist1h3a,Hist1h3g"	LOC684841	"zgc:173552,hist2h3ca1"
FCER1G	FCER1G	Fcer1g	Fcer1g	"fcer1g,fcer1gl"
BTG4	BTG4	Btg4	Btg4	"btg4,btg3"
BTG3	LOC487695	"Gm7334,Btg3"	Btg3	"btg4,btg3"
BTG2	BTG2	Btg2	Btg2	"si:dkey-42i9.4,btg2"
BTG1	LOC100684605	"Btg1-ps1,Btg1-ps2,Btg1"	"LOC367975,Btg1"	"si:dkey-42i9.4,btg2,btg1"
SRD5A3	SRD5A3	Srd5a3	Srd5a3	srd5a3
SRD5A2	SRD5A2	Srd5a2	Srd5a2	"srd5a2b,srd5a2a"
SRD5A1	"SRD5A2,SRD5A1"	"Srd5a2,Srd5a1"	"Srd5a2,Srd5a1"	"srd5a2b,srd5a1,srd5a2a"
ARMT1	ARMT1	Armt1	Armt1	armt1
GGA1	"GGA1,GGA3"	"Gga1,Gga3"	Gga1	gga1
GGA3	GGA3	Gga3	Gga3	"gga3,si:ch73-157i16.3"
GGA2	GGA2	Gga2	"Gga2,LOC103694867"	gga1
FHOD1	FHOD1	Fhod1	Fhod1	"fhod1,fhod3b"
FHOD3	"FHOD1,FHOD3"	Fhod3	Fhod3	"fhod1,fhod3a,fhod3b"
GJC2	GJC2	"Gjc2,Gje1"	"Gjc2,Gje1"	"si:dkey-91f15.8,cx43.4,si:dkey-91f15.1,cx47.1,cx44.2,cx23"
C4orf3	C4orf3	1810037I17Rik	LOC691807	NO_ORTHO
GJC1	GJC1	"Gje1,Gjc1"	"Gje1,Gjc1"	"si:dkey-91f15.8,cx43.4,si:dkey-91f15.1,cx52.8,LOC564307,cx23"
PSMB9	PSMB9	Psmb9	Psmb9	"psmb12,psmb9a,psmb9b"
PSMB8	"PSMB5,PSMB11,PSMB8"	"Psmb5,Psmb11,Psmb8"	"Psmb5,Psmb11,Psmb8"	"psmb8a,psmb5"
PSMB7	PSMB7	Psmb7	Psmb7	"psmb7,zgc:92791,psmb10"
PSMB6	PSMB6	Psmb6	"Psmb6,AABR07009397.1"	psmb6
PSMB5	PSMB5	Psmb5	Psmb5	"psmb8a,psmb5"
C14orf119	"LOC100684200,C8H14orf119,LOC607014"	1700123O20Rik	RGD1308430	si:ch211-14a17.11
PSMB3	PSMB3	"Gm4950,Psmb3"	"RGD1564425,Psmb3"	psmb3
PSMB2	PSMB2	Psmb2	Psmb2	psmb2
PSMB1	PSMB1	Psmb1	Psmb1	psmb1
LMBR1L	"LMBR1L,LMBR1"	Lmbr1l	Lmbr1l	"lmbr1l,lmbr1"
TRAV23DV6	NO_ORTHO	"Trav14d-2,Trav14-3,Trav14-2,Trav14-1,Trav14d-3-dv8,Trav14d-1,Trav14n-1,Trav14n-2,Trav14n-3"	"AABR07017900.1,AABR07017658.2,AABR07017868.5,AABR07017833.1,AABR07017617.1,AABR07017681.1,AABR07017714.1,AABR07017745.1,AABR07017635.2,AABR07017824.2,AABR07017781.1,AABR07017895.1,AABR07017768.4,AABR07017789.1,AABR07017634.1"	NO_ORTHO
TDGF1	TDGF1	Tdgf1	Tdgf1	tdgf1
LTN1	LTN1	Ltn1	Ltn1	si:dkey-175g6.5
TRIML2	TRIML2	Triml2	Triml2	"btr01,btr02,btr05,btr04,btr07,btr06,btr09,zgc:173581,btr25,btr24,btr23,btr22,btr21,btr20,si:ch211-247l8.10,si:ch73-364h19.2,si:ch211-247l8.8,btr26,LOC571944,LOC100000832,btr18,btr12,btr19,btr16,CR846090.1,btr30,btr31,btr32,btr33,LOC100006636,LOC103909280,si:dkey-206d17.15,si:dkey-206d17.16,si:dkey-18p12.4,si:ch211-114c12.5,si:dkey-219e21.2,btr29,trim35-29,zgc:194990,si:ch211-120g10.1"
C9orf142	C9H9orf142	BC029214	RGD1306215	zgc:193538
TRIML1	TRIML1	Triml1	"Lgals12,Triml1"	trim69
NACC2	NACC2	Nacc2	Nacc2	LOC559520
VPS13D	VPS13D	Vps13d	Vps13d	vps13d
NACC1	"NACC2,NACC1"	Nacc1	Nacc1	"LOC103910274,nacc1,LOC559520"
VPS13A	"VPS13A,VPS13C"	"Vps13a,Vps13c"	"AABR07006458.1,Vps13a"	"vps13a,vps13c"
SH3KBP1	SH3KBP1	Sh3kbp1	Sh3kbp1	sh3kbp1
VPS13C	"VPS13A,VPS13C"	"Vps13a,Vps13c"	"Vps13a,Vps13c"	"vps13a,vps13c"
VPS13B	VPS13B	Vps13b	Vps13b	"VPS13B,vps13b"
BEX5	BEX5	Bex1	LOC100912195	NO_ORTHO
BEX4	"BEX4,LOC100688441"	"Bex6,Bex4"	Bex4	NO_ORTHO
BEX2	"LOC100688940,LOC100684429"	"Bex2,Bex1"	"LOC100912195,Bex2"	NO_ORTHO
BEX1	"LOC100688940,LOC100684429"	"Bex2,Bex1"	"LOC100912195,Bex2"	NO_ORTHO
TMEM160	TMEM160	Tmem160	Tmem160	tmem160
TMEM163	TMEM163	Tmem163	Tmem163	"tmem163b,tmem163a"
TMEM165	TMEM165	Tmem165	"LOC100911646,Tmem165"	tmem165
TMEM164	TMEM164	Tmem164	Tmem164	"tmem164,TMEM164"
EVI2A	EVI2A	Evi2a	Evi2a	NO_ORTHO
TMEM168	TMEM168	Tmem168	Tmem168	"tmem168b,tmem168a"
EVI2B	EVI2B	"Gm21975,Evi2b"	Evi2b	NO_ORTHO
FOXN1	FOXN1	Foxn1	Foxn1	foxn1
FOXN2	FOXN2	Foxn2	Foxn2	"LOC100330010,foxn3,foxn2b,foxn2a,ches1"
FOXN3	"LOC100855955,FOXN3"	Foxn3	Foxn3	"ches1,foxn3"
NICN1	NICN1	Nicn1	Nicn1	nicn1
COL14A1	"SLC35E3,COL14A1,SLC35E2B,COL12A1"	"Slc35e2,Slc35e3,Col14a1"	"Vwf,Slc35e3,Col14a1,Slc35e2b"	"col14a1a,col12a1b,col7a1l,slc35e3,COL14A1 (2 of 2)"
MEG3_2	MEG3_2	"Gm27335,Gm27300"	NO_ORTHO	NO_ORTHO
MEG3_1	MEG3_1	Gm27596	NO_ORTHO	NO_ORTHO
IFFO1	IFFO1	"Iffo1,Gm21969,Iffo2"	Iffo1	"iffo1a,iffo1,iffo1b,iffo2a"
IGHV4-4	NO_ORTHO	NO_ORTHO	NO_ORTHO	"ighv4-6,ighv4-7,ighv4-5,ighv4-2,ighv4-3,ighv4-1,ighv1-3,ighv7-1,ighv4-8,ighv4-9,ighv5-5,ighv5-8,ighv5-3,ighv5-2,ighv5-1,ighv1-4,ighv5-7,ighv1-2,ighv1-1,ighv5-4,ighv13-2,ighv8-2,ighv8-3,ighv8-1,ighv8-4"
TAP2	TAP2	Tap2	"LOC103689996,Tap2"	"si:dkey-57h18.2,abcb3,abcb3l1"
SNAP91	"SNAP91,PICALM"	"Snap91,Picalm"	"Snap91,Picalm"	"picalmb,picalma,snap91,zmp:0000000622,si:ch211-214j24.9,si:ch211-200p22.4"
RNU6-426P	U6	"Gm25609,Gm23625,Gm23898,Gm23387,Gm25054"	U6	NO_ORTHO
AC239395.1	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
C11orf31	C18H11orf31	2700094K13Rik	RGD1563348	"seph,cenpa"
C11orf30	C21H11orf30	2210018M11Rik	RGD1310712	zgc:56039
AC010646.3	"NR2F6,NR2F2"	"Nr2f6,Nr2f1,Nr2f2"	"Nr2f6,Nr2f1,Nr2f2"	"nr2f5,nr2f6a,nr2f6b,nr2f2,nr2f1a,nr2f1b"
MACROD2	MACROD2	Macrod2	Macrod2	"macrod2,macrod1"
MACROD1	MACROD1	Macrod1	Macrod1	macrod1
15-Sep	15-Sep	15-Sep	15-Sep	15-Sep
USP17L30	"LOC611251,LOC611374,LOC609268,LOC100856115"	"Usp17lc,Usp17lb,Usp17la,Usp17le,Usp17ld"	"LOC689730,LOC100910107"	NO_ORTHO
KRR1	KRR1	Krr1	Krr1	krr1
FAM64A	FAM64A	Fam64a	Fam64a	NO_ORTHO
RNU1-67P	U1	"Gm25818,Gm23238"	U1	NO_ORTHO
FAM92A1	FAM92A1	Fam92a	Fam92a1	fam92a1
SYCE1	"SYCE1,SYCE1L,LOC480826"	"Syce1,Syce1l"	"Syce1,Syce1l"	si:ch211-199g17.9
HIST2H3PS2	NO_ORTHO	"Hist1h3b,Hist2h3c2,Hist1h3f,Hist1h3d,Hist1h3e"	Hist1h2ail1	hist2h3ca1
C8orf48	"C8orf48,C16H8orf48"	AI429214	LOC688765	NO_ORTHO
C8orf46	C29H8orf46	3110035E14Rik	RGD1561849	NO_ORTHO
TP53I3	"VAT1,TP53I3,C7H1orf27,RTN4IP1,LOC610994,VAT1L"	"BC026585,Vat1,Vat1l,Rtn4ip1,BC003331"	"Vat1l,Vat1,RGD1307830,Rtn4ip1,Tp53i3"	"c2h1orf27,vat1,rtn4ip1,vat1l,tp53i3"
IFNA5	NO_ORTHO	"Ifna9,Ifna2,Ifna1,Ifna7,Ifna6,Ifna5,Ifna4,Ifnab,Ifna13,Ifna12,Ifna11,Ifna16,Ifna15,Ifna14"	"AABR07049128.1,AABR07049134.3,LOC100912314,Ifna2,Ifna5,LOC103690314,RGD1561246,RGD1564897,LOC100912356,Ifna11,Ifna4,RGD1559679,LOC100911527"	ifnphi3
RNU6-214P	NO_ORTHO	Gm24498	NO_ORTHO	NO_ORTHO
MB	MB	Mb	Mb	mb
DUX4L4	DUX4	Hoxb2	NO_ORTHO	NO_ORTHO
SLC18A3	SLC18A3	Slc18a3	Slc18a3	"slc18a3a,slc18a3b"
SLC18A2	"SLC18A2,SLC18A1"	"Slc18a2,Slc18a1"	"Slc18a2,Slc18a1"	"slc18a2,slc18a1"
SLC18A1	"SLC18A2,SLC18A1"	"Slc18a2,Slc18a1"	"Slc18a2,Slc18a1"	"slc18a2,slc18a1"
DUX4L9	NO_ORTHO	Hoxb2	LOC100911889	mxtx1
RALBP1	RALBP1	Ralbp1	"LOC304239,Rn60_16_0006.1,LOC501456,Ralbp1"	ralbp1
ZNF831	ZNF831	Zfp831	RGD1565819	znf831
ZNF830	ZNF830	Zfp830	Zfp830	"ZNF830,zgc:77398"
ZNF835	ZNF835	NO_ORTHO	NO_ORTHO	"si:dkey-40n15.2,CABZ01050665.1,ZNF880,si:dkey-14o6.3,si:rp71-7l19.7,si:dkey-176f19.2,si:dkey-222o15.5,ZFP28 (17 of 19),LOC101883514,BX548173.2,BX510909.3,BX005085.6,znf1143,si:dkey-8o9.6,znf1140,znf1000,CR361561.1,BX664622.1,si:dkey-105i14.2,CR388095.1,ZFP28 (12 of 19),ZFP28 (18 of 19),ZFP28 (15 of 19),CT573263.3,CABZ01017734.1,ZFP28 (14 of 19),znf1026,LOC103908714,znf1124,znf1022,zgc:173614,si:dkey-240b24.1,CR356223.4,si:ch211-209p16.2,ZFP28 (11 of 19),LOC798048,LOC100534979,LOC100534762,si:dkey-26i24.2,AL929028.1,si:ch211-152l15.3,BX640461.1,CR759907.1,BX571711.1,si:dkey-29n10.3,BX571760.1,si:ch211-207e19.14,si:dkey-54f18.1,si:dkey-248e17.1,znf1123,si:ch211-207e19.13,BX640584.2,znf1136,znf1137,CR388132.2,CU457794.1,CABZ01075923.1,LOC103910773,si:ch211-187d1.2,BX255935.1,znf1138,ZFP28 (7 of 19),CR388206.1,CT027609.1,ZFP28 (9 of 19),CR407594.2,BX511215.2,LOC103910932,BX901907.2,si:dkey-78k22.1,si:dkey-256i11.1,CT573263.1,si:dkey-54i3.4"
ZNF837	"ZNF16,ZNF623,ZNF837,ZFP3"	"Zfp3,Zfp623,Zfp768"	"Zfp623,Zfp3"	NO_ORTHO
ZNF836	"ZNF677,ZNF184,ZNF689,ZNF252,ZNF227"	"1700049G17Rik,Zfp595,Zfp27,Zfp808,Zfp160,Zfp658,Zfp759,Zfp729b,Zfp729a,Zfp458,Zfp534,Zfp35,Zfp51,5430403G16Rik,Zfp184,Zfp74,Gm13212,Zfp11,4930522L14Rik,Zfp619,Zfp600,Zfp788,Zfp442,Zfp780b,Gm14124,Zfp62"	"Zfp26,Zfp111,LOC102555672,Zfp347,Zfp458,Zfp420,LOC100366140"	"CR847941.1,si:ch1073-186o8.3,si:dkey-261j4.5,si:dkey-54f18.1,znf1007,znf1004,znf1000,znf1001,si:dkey-92c21.3,znf1008,znf1009,CR812792.1,znf970,znf1029,znf1025,znf1026,znf1027,znf1020,znf1124,znf1022,zmp:0000001321,zgc:173573,si:dkey-9i5.5,LOC101886989,si:dkey-7j22.3,si:dkey-199m13.7,zmp:0000000981,si:ch211-152l15.3,LOC100332443,unm_sa1665,CR388363.1,znf1028,znf1015,si:ch211-229l10.11,BX324216.1,LOC100535697,znf1010,znf1013,znf1034,znf1033,znf1014,znf983,znf982"
ZNF839	ZNF839	Zfp839	Zfp839	znf839
LRIF1	LRIF1	Lrif1	Lrif1	si:ch211-261n11.5
FAM91A1	FAM91A1	D15Ertd621e	Fam91a1	fam91a1
TUNAR	NO_ORTHO	Tunar	NO_ORTHO	tunar
SUGCT	"SUGCT,C18H7orf10"	Sugct	Sugct	sugct
TSPY8	NO_ORTHO	Tspyl1	Tspy1	zgc:66430
SBSPON	SBSPON	Sbspon	Sbspon	"SBSPON,si:dkey-178e17.3,si:dkey-7k24.5,sbspon"
TSPY3	"TSPYL4,TSPYL5,TSPYL1"	"Tspyl4,Tspyl5,Tspyl1,Tspyl3"	"Tspyl4,Tspy26,Tspyl1,Tspy1,Tspyl5"	zgc:66430
TSPY2	"TSPYL4,TSPYL5,TSPYL1"	"Tspyl4,Tspyl5,Tspyl1,Tspyl3"	"Tspyl4,Tspy26,Tspyl1,Tspy1,Tspyl5"	zgc:66430
TSPY1	"TSPYL4,TSPYL5,TSPYL1"	"Tspyl4,Tspyl5,Tspyl1,Tspyl3"	"Tspyl4,Tspy26,Tspyl1,Tspy1,Tspyl5"	zgc:66430
RAB33A	RAB33A	Rab33a	Rab33a	"zgc:101559,rab33a,rab33ba"
SLC17A9	SLC17A9	Slc17a9	Slc17a9	"slc17a9b,slc17a9a"
RAB33B	RAB33B	Rab33b	Rab33b	"rab33a,rab33ba,rab33bb,rab33b"
SLC17A4	"SLC17A4,LOC488255"	"Slc17a4,Slc17a2"	"Slc17a4,Slc17a2"	LOC571066
SLC17A5	SLC17A5	Slc17a5	Slc17a5	slc17a5
SLC17A6	"SLC17A6,SLC17A7,SLC17A8"	"Slc17a6,Slc17a7,Slc17a8"	"Slc17a6,Slc17a7,Slc17a8"	"slc17a7b,slc17a8,slc17a6b,slc17a6a,slc17a7a"
SLC17A7	"SLC17A6,SLC17A7,SLC17A8"	"Slc17a6,Slc17a7,Slc17a8"	"Slc17a6,Slc17a7,Slc17a8"	"slc17a6a,slc17a8,slc17a7a,slc17a7b,slc17a6b"
SLC17A1	"SLC17A1,LOC488255"	Slc17a1	Slc17a1	LOC571066
SLC17A2	"SLC17A4,LOC488255"	"Slc17a4,Slc17a2"	"Slc17a4,Slc17a2"	LOC571066
SLC17A3	"LOC478741,SLC17A3"	Slc17a3	Slc17a3	LOC571066
C16orf58	C6H16orf58	BC017158	RGD1310127	zgc:162613
C16orf59	"C16orf59,C6H16orf59"	1600002H07Rik	LOC100158225	NO_ORTHO
C16orf52	C6H16orf52	BC030336	"BC030336,LOC102547219,LOC100360447"	"zgc:153595,gb:eh551987,LOC100535551,CABZ01038499.1"
C16orf54	"C16orf54,C6H16orf54"	AI467606	LOC308990	NO_ORTHO
AP5B1	AP5B1	Ap5b1	Ap5b1	ap5b1
CHMP4A	"CHMP4A,TM9SF1"	NO_ORTHO	NO_ORTHO	"chmp4ba,chmp4c"
CHMP4B	"CHMP4B,CHMP4C"	"Chmp4b,Chmp4c"	"Chmp4bl1,Chmp4c,AABR07054370.1"	"chmp4bb,chmp4ba,chmp4c"
CHMP4C	"CHMP4B,CHMP4C"	"Chmp4b,Chmp4c"	"Chmp4bl1,Chmp4c,AABR07054370.1"	"chmp4ba,chmp4c"
COBLL1	COBLL1	Cobll1	Cobll1	"cobll1a,cobll1b"
TMEM255B	"FAM70A,TMEM255B"	"Tmem255b,Tmem255a"	"Tmem255b,Tmem255a"	"TMEM255B,tmem255a"
TMEM255A	"FAM70A,TMEM255B"	"Tmem255b,Tmem255a"	Tmem255a	tmem255a
ST5	"ST5,DENND2A,DENND2C"	"St5,Dennd2a"	"St5,Dennd2a,Dennd2c"	"st5,dennd2c"
ST7	"ST7L,ST7"	"St7l,St7"	"St7l,ST7"	"st7l,st7"
RP11-574K11.31	NDST2	Ndst2	"NEWGENE_1304700,Ndst2"	"ndst2b,ndst2a"
ZNF304	ZNF304	NO_ORTHO	NO_ORTHO	NO_ORTHO
ZNF302	ZNF181	NO_ORTHO	Zfp78	NO_ORTHO
ZNF300	"ZNF630,ZNF300"	NO_ORTHO	"Zfp157,Zfp300"	NO_ORTHO
STS	"GNS,SGSH,SULF2,SULF1,STS"	"Gns,Sulf2,Sulf1,Sgsh"	"Gns,Sgsh,Sulf2,Sulf1,Sts"	"gnsb,gnsa,sts,arsh,sulf1,sgsh,sulf2b,sulf2a"
HOXB13	HOXB13	Hoxb13	Hoxb13	"hoxa13a,hoxc13b,hoxc13a,hoxa13b,hoxb13a"
RNU1-143P	NO_ORTHO	"Gm22706,Gm25280"	U1	NO_ORTHO
RPL15	RPL15	"Rpl15,Gm10020"	"Rpl15,RGD1565131"	rpl15
PPP3CA	"PPP3CA,PPP3CB,PPP3CC"	"Ppp3ca,Ppp3cb,Ppp3cc"	Ppp3ca	"ppp3ca,ppp3cb,ppp3ccb,ppp3cca"
PPP3CB	"PPP3CA,PPP3CB,PPP3CC"	"Ppp3ca,Ppp3cb,Ppp3cc"	"Ppp3ca,Ppp3cb,Ppp3cc"	"ppp3ca,ppp3ccb,ppp3cb,ppp3cca"
PPP3CC	"PPP3CA,PPP3CB,PPP3CC"	"Ppp3ca,Ppp3cb,Ppp3cc"	Ppp3cc	"ppp3cca,ppp3ccb,ppp3cb,ppp3ca"
LIF	LIF	Lif	Lif	NO_ORTHO
GPATCH8	GPATCH8	Gpatch8	Gpatch8	gpatch8
IQCJ-SCHIP1	"SCHIP1,IQCJ-SCHIP1"	"Schip1,Gm21949"	Schip1	"zgc:153615,schip1"
RNU6-836P	U6	Gm25834	NO_ORTHO	NO_ORTHO
NPY6R	NO_ORTHO	Npy6r	NO_ORTHO	NO_ORTHO
RPL18	RPL18	Rpl18	Rpl18	rpl18
ADRA2A	ADRA2A	Adra2a	Adra2a	"adra2da,LOC100330650,adra2a,adra2b,adra2db,adra2c"
ADRA2B	ADRA2B	Adra2b	Adra2b	"LOC100330650,adra2b"
ADRA2C	ADRA2C	Adra2c	Adra2c	"adra2da,LOC100330650,adra2a,adra2b,adra2db,adra2c"
